event_id,user_id,event_type,event_timestamp,feature_name
E0000068,U00004,upgrade_click,02/10/2023 05:32,
E0000069,U00004,logout,25/11/2023 07:52,
E0000070,U00004,feature_use,2023-12-14 08:39:00,integrations
E0000071,U00004,settings_change,09/08/2023 10:18,
E0000072,U00004,page_view,2023-09-27 14:31:34,
E0000073,U00004,invite_sent,2023-11-17T08:05:26Z,
E0000074,U00004,settings_change,24/07/2023 23:57,
E0000075,U00004,invite_sent,2023-10-10T17:06:43Z,
E0000076,U00004,upgrade_click,18/10/2023 22:35,
E0000077,U00004,feature_use,20/06/2023 07:13,onboarding_wizard
E0000078,U00004,invite_sent,08/09/2023 07:05,
E0000079,U00004,invite_sent,2023-12-12T02:57:07Z,
E0000080,U00004,page_view,12/07/2023 08:47,
E0000081,U00004,page_view,04/12/2023 17:54,
E0000082,U00004,upgrade_click,2023-06-22 19:59:15,
E0000083,U00004,invite_sent,2023-11-24 14:52:44,
E0000084,U00004,settings_change,2023-12-01 19:41:14,
E0000084,U00004,settings_change,2023-12-01 19:41:14,
E0000085,U00005,page_view,2024-06-19T13:54:13Z,
E0000086,U00006,page_view,2023-07-03T05:58:31Z,
E0000087,U00006,page_view,2023-06-30 12:34:29,
E0000088,U00007,feature_use,2023-05-06 15:19:36,onboarding_wizard
E0000089,U00007,settings_change,2023-05-07 22:18:32,
E0000090,U00007,invite_sent,2023-05-19 18:25:52,
E0000091,U00007,page_view,17/05/2023 02:13,
E0000092,U00007,invite_sent,2023-05-06 07:31:31,
E0000093,U00007,upgrade_click,2023-05-12T12:06:46Z,
E0000094,U00007,upgrade_click,12/05/2023 08:01,
E0000095,U00007,feature_use,2023-05-09T20:36:40Z,dashboard
E0000096,U00007,invite_sent,2023-05-07T11:13:07Z,
E0000097,U00007,feature_use,2023-05-07T11:06:24Z,api_access
E0000098,U00007,invite_sent,12/05/2023 14:31,
E0000099,U00007,upgrade_click,09/05/2023 04:43,
E0000100,U00007,page_view,2023-05-07 16:21:59,
E0000101,U00007,logout,10/05/2023 19:59,
E0000102,U00007,upgrade_click,17/05/2023 06:15,
E0000103,U00007,support_ticket,12/05/2023 17:35,
E0000104,U00007,page_view,15/05/2023 23:42,
E0000105,U00007,upgrade_click,2023-05-13T01:30:36Z,
E0000106,U00007,logout,2023-05-13T21:40:07Z,
E0000107,U00007,upgrade_click,06/05/2023 22:48,
E0000108,U00007,logout,09/05/2023 22:26,
E0000109,U00007,login,2023-05-16 05:39:52,
E0000110,U00007,login,13/05/2023 13:42,
E0000111,U00007,logout,2023-05-15 03:43:34,
E0000112,U00009,upgrade_click,2023-06-03 13:55:55,
E0000113,U00009,support_ticket,2023-04-19 10:22:09,
E0000114,U00010,invite_sent,2023-02-08T17:30:17Z,
E0000115,U00011,invite_sent,2023-10-26T04:18:08Z,
E0000116,U00012,upgrade_click,24/03/2024 18:08,
E0000117,U00012,logout,2024-03-28 07:55:42,
E0000118,U00012,upgrade_click,2024-03-30 00:29:16,
E0000119,U00012,upgrade_click,24/03/2024 21:01,
E0000120,U00012,page_view,2024-03-29T19:06:48Z,
E0000121,U00012,logout,26/03/2024 10:00,
E0000122,U00012,logout,2024-03-29 05:44:04,
E0000123,U00012,logout,2024-03-25T17:37:41Z,
E0000124,U00012,upgrade_click,2024-03-24T14:41:41Z,
E0000125,U00012,upgrade_click,27/03/2024 16:16,
E0000126,U00012,feature_use,2024-03-24T15:31:58Z,onboarding_wizard
E0000127,U00012,settings_change,2024-03-25T05:23:53Z,
E0000128,U00012,settings_change,2024-03-26 00:16:23,
E0000129,U00012,login,2024-03-26T04:13:18Z,
E0000130,U00012,page_view,2024-03-26T17:38:29Z,
E0000131,U00012,support_ticket,24/03/2024 00:32,
E0000132,U00012,logout,2024-03-25 07:22:44,
E0000133,U00012,logout,2024-03-27T21:10:30Z,
E0000134,U00012,logout,29/03/2024 07:05,
E0000135,U00012,upgrade_click,28/03/2024 11:49,
E0000135,U00012,upgrade_click,28/03/2024 11:49,
E0000136,U00013,settings_change,2023-07-06 03:31:16,
E0000137,U00013,support_ticket,2023-07-11T06:12:49Z,
E0000138,U00013,logout,05/07/2023 23:36,
E0000139,U00013,page_view,08/07/2023 10:06,
E0000140,U00013,support_ticket,09/07/2023 19:28,
E0000141,U00013,invite_sent,2023-07-06T20:13:00Z,
E0000142,U00013,logout,2023-07-02T18:53:40Z,
E0000143,U00013,invite_sent,2023-07-10 21:55:38,
E0000144,U00013,login,2023-07-04 08:05:11,
E0000145,U00013,upgrade_click,2023-07-03T18:24:50Z,
E0000146,U00013,login,2023-07-01 07:14:26,
E0000147,U00013,support_ticket,2023-07-13 16:32:56,
E0000148,U00013,login,01/07/2023 23:19,
E0000149,U00013,upgrade_click,2023-07-11T00:15:47Z,
E0000150,U00013,page_view,11/07/2023 22:42,
E0000151,U00013,feature_use,05/07/2023 02:42,integrations
E0000152,U00013,logout,2023-07-05T17:50:47Z,
E0000153,U00013,upgrade_click,10/07/2023 21:41,
E0000154,U00013,invite_sent,2023-07-04T15:36:38Z,
E0000155,U00013,upgrade_click,2023-07-04 21:20:08,
E0000156,U00013,page_view,03/07/2023 06:31,
E0000157,U00013,invite_sent,14/07/2023 20:30,
E0000158,U00013,feature_use,2023-07-09T23:02:13Z,dashboard
E0000159,U00013,invite_sent,13/07/2023 05:28,
E0000160,U00013,support_ticket,2023-07-05T09:06:07Z,
E0000161,U00013,feature_use,2023-07-06 16:21:19,dashboard
E0000162,U00013,invite_sent,2023-07-02T19:21:54Z,
E0000163,U00013,settings_change,2023-07-04T18:05:25Z,
E0000164,U00013,settings_change,2023-07-07 23:25:28,
E0000165,U00013,settings_change,13/07/2023 18:54,
E0000166,U00013,settings_change,02/07/2023 09:42,
E0000167,U00013,page_view,2023-07-07 12:24:56,
E0000168,U00013,page_view,2023-07-10T19:54:39Z,
E0000169,U00013,logout,2023-07-12T16:33:12Z,
E0000170,U00013,support_ticket,2023-07-05 00:49:07,
E0000171,U00013,feature_use,2023-07-14 02:19:46,notifications
E0000172,U00013,page_view,2023-07-06T23:00:15Z,
E0000173,U00013,invite_sent,2023-07-11 17:41:47,
E0000174,U00013,settings_change,2023-07-08T10:23:41Z,
E0000175,U00013,login,11/07/2023 17:09,
E0000176,U00013,support_ticket,2023-07-05T15:56:50Z,
E0000177,U00013,login,08/07/2023 09:40,
E0000178,U00013,upgrade_click,2023-07-06T18:34:46Z,
E0000179,U00013,login,07/07/2023 16:10,
E0000180,U00013,support_ticket,2023-07-04T11:21:43Z,
E0000181,U00013,support_ticket,2023-07-03T17:52:19Z,
E0000182,U00013,page_view,07/07/2023 20:31,
E0000183,U00013,logout,10/07/2023 22:33,
E0000184,U00013,support_ticket,08/07/2023 19:52,
E0000185,U00013,feature_use,2023-07-08 03:23:17,
E0000186,U00013,support_ticket,14/07/2023 01:52,
E0000187,U00013,invite_sent,2023-07-01T19:27:57Z,
E0000188,U00013,invite_sent,09/07/2023 03:24,
E0000189,U00013,page_view,2023-07-13T00:43:32Z,
E0000190,U00013,settings_change,04/07/2023 06:10,
E0000191,U00013,feature_use,07/07/2023 12:34,export
E0000192,U00013,logout,12/07/2023 21:37,
E0000193,U00013,logout,2023-07-05 21:53:48,
E0000194,U00013,settings_change,2023-07-12T12:05:15Z,
E0000195,U00013,settings_change,14/07/2023 18:25,
E0000196,U00013,support_ticket,09/07/2023 08:49,
E0000197,U00013,logout,2023-07-07 09:03:53,
E0000198,U00013,upgrade_click,2023-07-05 15:47:48,
E0000199,U00013,invite_sent,2023-07-08 11:27:38,
E0000200,U00013,invite_sent,2023-07-02 08:11:52,
E0000201,U00013,login,06/07/2023 01:51,
E0000202,U00013,logout,2023-07-05T15:45:31Z,
E0000203,U00013,upgrade_click,2023-07-04 12:17:53,
E0000204,U00013,upgrade_click,01/07/2023 09:52,
E0000205,U00013,upgrade_click,2023-07-14 12:01:55,
E0000206,U00013,support_ticket,2023-07-02 20:53:41,
E0000207,U00013,login,2023-07-12 05:02:28,
E0000208,U00013,feature_use,01/07/2023 10:25,onboarding_wizard
E0000209,U00013,feature_use,2023-07-11 03:37:57,
E0000210,U00013,page_view,08/07/2023 13:48,
E0000211,U00013,invite_sent,2023-07-01T23:32:00Z,
E0000212,U00013,logout,2023-07-04 22:29:19,
E0000213,U00013,settings_change,01/07/2023 21:44,
E0000214,U00013,upgrade_click,2023-07-03T17:33:52Z,
E0000215,U00013,login,2023-07-09T01:37:40Z,
E0000216,U00013,feature_use,2023-07-08 18:20:57,dashboard
E0000217,U00013,settings_change,06/07/2023 10:01,
E0000218,U00013,support_ticket,2023-07-14 07:46:39,
E0000219,U00013,feature_use,2023-07-06T10:14:19Z,analytics
E0000220,U00013,logout,2023-07-08T20:14:55Z,
E0000221,U00013,feature_use,2023-07-04T19:26:01Z,notifications
E0000222,U00013,upgrade_click,07/07/2023 09:07,
E0000223,U00013,logout,2023-07-01 01:56:32,
E0000224,U00013,feature_use,09/07/2023 10:39,integrations
E0000225,U00013,page_view,2023-07-10 21:20:40,
E0000226,U00013,settings_change,2023-07-14T11:26:21Z,
E0000227,U00013,logout,2023-07-10 22:22:37,
E0000228,U00013,upgrade_click,07/07/2023 21:41,
E0000229,U00013,invite_sent,07/07/2023 18:27,
E0000230,U00013,page_view,02/07/2023 08:23,
E0000231,U00013,logout,2023-07-12 09:27:01,
E0000232,U00013,page_view,11/07/2023 18:03,
E0000233,U00013,support_ticket,04/07/2023 15:29,
E0000234,U00013,logout,2023-07-01 17:37:33,
E0000235,U00013,invite_sent,2023-07-06 10:07:43,
E0000236,U00013,login,2023-07-01 06:20:44,
E0000237,U00013,settings_change,2023-07-12 14:10:56,
E0000238,U00013,page_view,2023-07-03T22:47:27Z,
E0000239,U00013,login,2023-07-11 15:02:33,
E0000240,U00013,feature_use,2023-07-14 23:20:26,dashboard
E0000241,U00013,upgrade_click,05/07/2023 11:31,
E0000242,U00013,invite_sent,2023-07-03 16:47:49,
E0000243,U00013,logout,2023-07-07T00:48:25Z,
E0000244,U00013,feature_use,08/07/2023 10:07,integrations
E0000245,U00013,support_ticket,2023-07-09 16:16:34,
E0000246,U00013,page_view,2023-07-11 15:13:35,
E0000247,U00013,settings_change,2023-07-08T07:23:34Z,
E0000248,U00013,support_ticket,2023-07-03 01:58:22,
E0000249,U00013,login,2023-07-03 04:59:55,
E0000250,U00013,upgrade_click,2023-07-03T05:23:48Z,
E0000251,U00013,page_view,2023-07-01T21:46:16Z,
E0000252,U00013,settings_change,2023-07-02T21:13:43Z,
E0000253,U00013,support_ticket,2023-07-08 09:55:47,
E0000254,U00013,page_view,2023-07-01T18:59:06Z,
E0000255,U00013,settings_change,2023-07-10 11:18:13,
E0000256,U00013,upgrade_click,2023-07-13T05:11:59Z,
E0000257,U00013,invite_sent,05/07/2023 10:54,
E0000258,U00013,page_view,2023-07-03 16:19:37,
E0000259,U00013,login,2023-07-07T12:41:29Z,
E0000260,U00013,login,2023-07-07T09:36:56Z,
E0000261,U00013,invite_sent,2023-07-09 06:28:56,
E0000262,U00013,login,2023-07-11 22:29:38,
E0000263,U00013,settings_change,12/07/2023 04:47,
E0000264,U00013,logout,04/07/2023 06:10,
E0000265,U00013,settings_change,08/07/2023 10:46,
E0000266,U00013,feature_use,2023-07-13T06:25:38Z,export
E0000267,U00013,feature_use,2023-07-05 03:21:45,analytics
E0000268,U00013,support_ticket,2023-07-06T02:27:12Z,
E0000269,U00013,invite_sent,01/07/2023 03:09,
E0000270,U00013,support_ticket,2023-07-05 06:21:38,
E0000271,U00013,upgrade_click,2023-07-09 12:53:35,
E0000272,U00013,support_ticket,2023-07-11 18:20:09,
E0000273,U00013,logout,13/07/2023 20:19,
E0000274,U00013,login,2023-07-04 00:43:50,
E0000275,U00013,login,2023-07-03 02:57:15,
E0000276,U00013,support_ticket,2023-07-04T19:10:29Z,
E0000277,U00013,logout,06/07/2023 13:14,
E0000278,U00013,upgrade_click,2023-07-10T11:08:53Z,
E0000279,U00013,feature_use,09/07/2023 00:44,collaboration
E0000280,U00013,page_view,12/07/2023 02:24,
E0000281,U00013,page_view,09/07/2023 10:18,
E0000282,U00013,page_view,2023-07-02T23:18:17Z,
E0000283,U00013,support_ticket,2023-07-03T11:54:38Z,
E0000284,U00013,support_ticket,03/07/2023 12:51,
E0000285,U00013,page_view,09/07/2023 08:42,
E0000286,U00013,upgrade_click,2023-07-11T02:51:18Z,
E0000287,U00013,page_view,02/07/2023 05:57,
E0000288,U00013,logout,13/07/2023 07:50,
E0000289,U00013,logout,2023-07-13 00:20:46,
E0000290,U00013,login,2023-07-04T22:34:54Z,
E0000291,U00013,page_view,2023-07-12T22:33:07Z,
E0000292,U00013,upgrade_click,2023-07-07T01:30:50Z,
E0000293,U00013,logout,2023-07-01 10:33:50,
E0000294,U00013,login,10/07/2023 10:08,
E0000295,U00013,settings_change,2023-07-08T09:19:45Z,
E0000296,U00013,logout,2023-07-12T01:21:19Z,
E0000297,U00013,login,2023-07-03T14:47:04Z,
E0000298,U00013,support_ticket,2023-07-05T10:40:58Z,
E0000299,U00013,feature_use,2023-07-02T00:32:48Z,reports
E0000300,U00013,login,2023-07-02 23:18:46,
E0000301,U00013,page_view,05/07/2023 01:16,
E0000302,U00013,support_ticket,2023-07-01T16:35:49Z,
E0000303,U00013,page_view,2023-07-11 14:21:05,
E0000304,U00013,upgrade_click,2023-07-10 13:35:48,
E0000305,U00013,feature_use,2023-07-04T11:54:16Z,analytics
E0000306,U00013,feature_use,02/07/2023 21:13,billing_portal
E0000307,U00013,invite_sent,09/07/2023 07:28,
E0000308,U00013,upgrade_click,2023-07-10 07:41:18,
E0000309,U00013,upgrade_click,2023-07-03 12:48:33,
E0000310,U00013,feature_use,14/07/2023 00:14,reports
E0000311,U00013,logout,2023-07-13T18:32:24Z,
E0000312,U00013,upgrade_click,2023-07-08 09:33:39,
E0000313,U00013,upgrade_click,2023-07-06 10:05:47,
E0000314,U00013,login,04/07/2023 10:16,
E0000315,U00013,feature_use,07/07/2023 09:43,api_access
E0000316,U00013,login,2023-07-12 13:41:25,
E0000317,U00013,upgrade_click,2023-07-06T11:22:06Z,
E0000318,U00013,support_ticket,2023-07-03T01:40:03Z,
E0000319,U00013,invite_sent,03/07/2023 12:37,
E0000320,U00013,invite_sent,06/07/2023 02:12,
E0000321,U00013,settings_change,2023-07-06 12:06:51,
E0000322,U00013,support_ticket,2023-07-05 11:56:40,
E0000323,U00013,feature_use,2023-07-04T17:31:18Z,integrations
E0000324,U00013,logout,2023-07-10 18:12:30,
E0000325,U00013,invite_sent,2023-07-04T17:29:08Z,
E0000326,U00013,logout,2023-07-07 06:51:47,
E0000327,U00013,page_view,2023-07-13T23:50:31Z,
E0000328,U00013,settings_change,2023-07-03T10:19:51Z,
E0000329,U00013,page_view,2023-07-04 05:36:02,
E0000330,U00013,feature_use,08/07/2023 05:08,dashboard
E0000331,U00013,invite_sent,2023-07-02T22:52:36Z,
E0000332,U00013,support_ticket,2023-07-02 21:54:58,
E0000333,U00013,page_view,2023-07-11T10:41:49Z,
E0000334,U00013,feature_use,2023-07-04T08:16:19Z,collaboration
E0000335,U00013,login,11/07/2023 22:32,
E0000336,U00013,settings_change,10/07/2023 08:54,
E0000337,U00013,settings_change,2023-07-09T21:12:58Z,
E0000338,U00013,upgrade_click,2023-07-14T15:37:19Z,
E0000339,U00013,logout,2023-07-01T15:46:13Z,
E0000340,U00013,login,2023-07-08 07:09:11,
E0000341,U00013,feature_use,05/07/2023 10:27,notifications
E0000342,U00013,feature_use,2023-07-04T22:16:10Z,
E0000343,U00013,logout,2023-07-02T08:09:37Z,
E0000344,U00013,logout,12/07/2023 07:31,
E0000345,U00013,feature_use,2023-07-02 08:50:57,integrations
E0000346,U00013,login,2023-07-12T22:43:53Z,
E0000347,U00013,settings_change,2023-07-11 08:57:20,
E0000348,U00013,feature_use,2023-07-08 18:56:41,api_access
E0000349,U00013,upgrade_click,13/07/2023 00:15,
E0000350,U00013,settings_change,2023-07-03 19:39:03,
E0000351,U00013,invite_sent,06/07/2023 04:42,
E0000352,U00013,settings_change,2023-07-05 21:06:49,
E0000353,U00013,feature_use,2023-07-10 18:36:16,api_access
E0000354,U00013,invite_sent,2023-07-05 18:52:07,
E0000355,U00013,login,2023-07-12T14:31:12Z,
E0000356,U00013,login,2023-07-13T07:48:20Z,
E0000357,U00013,page_view,13/07/2023 02:07,
E0000358,U00013,support_ticket,13/07/2023 18:08,
E0000359,U00013,upgrade_click,2023-07-03 01:05:53,
E0000360,U00013,feature_use,2023-07-04 19:40:48,export
E0000361,U00013,page_view,2023-07-06T20:02:02Z,
E0000362,U00013,feature_use,2023-07-11 00:05:57,reports
E0000363,U00013,support_ticket,2023-07-03 08:52:33,
E0000364,U00013,settings_change,2023-07-10 18:51:09,
E0000365,U00013,upgrade_click,2023-07-07T04:38:12Z,
E0000366,U00013,logout,2023-07-10T06:45:48Z,
E0000367,U00013,support_ticket,14/07/2023 15:56,
E0000368,U00013,logout,12/07/2023 04:35,
E0000369,U00013,support_ticket,2023-07-08 12:44:32,
E0000370,U00013,page_view,2023-07-03T01:44:52Z,
E0000371,U00013,upgrade_click,12/07/2023 09:11,
E0000372,U00013,feature_use,2023-07-12T11:52:48Z,dashboard
E0000373,U00013,invite_sent,2023-07-12T06:36:43Z,
E0000374,U00013,support_ticket,12/07/2023 03:02,
E0000375,U00013,feature_use,2023-07-12 05:40:26,notifications
E0000376,U00013,upgrade_click,06/07/2023 18:57,
E0000377,U00013,logout,2023-07-10T08:30:47Z,
E0000378,U00013,logout,09/07/2023 12:01,
E0000379,U00013,settings_change,2023-07-04T02:18:55Z,
E0000380,U00013,page_view,13/07/2023 16:26,
E0000381,U00013,invite_sent,2023-07-07T13:15:58Z,
E0000382,U00013,upgrade_click,2023-07-09 21:28:47,
E0000383,U00013,logout,2023-07-07 02:42:26,
E0000384,U00013,page_view,2023-07-01T18:06:38Z,
E0000385,U00013,upgrade_click,07/07/2023 21:15,
E0000386,U00013,login,2023-07-14T15:47:11Z,
E0000387,U00013,upgrade_click,06/07/2023 04:34,
E0000388,U00013,page_view,2023-07-12T05:21:17Z,
E0000389,U00013,login,2023-07-12T06:48:32Z,
E0000390,U00013,upgrade_click,2023-07-12T17:12:21Z,
E0000391,U00013,invite_sent,2023-07-09T07:48:33Z,
E0000392,U00013,invite_sent,2023-07-09 06:04:16,
E0000393,U00013,support_ticket,2023-07-04 09:56:03,
E0000394,U00013,support_ticket,2023-07-04T14:14:47Z,
E0000395,U00013,settings_change,2023-07-02 07:51:53,
E0000396,U00013,support_ticket,2023-07-13T22:03:30Z,
E0000397,U00013,login,2023-07-11 00:58:14,
E0000398,U00013,logout,2023-07-08 01:39:24,
E0000399,U00013,support_ticket,2023-07-12T06:48:58Z,
E0000400,U00014,page_view,2023-12-26T08:37:21Z,
E0000401,U00015,feature_use,2023-10-06 18:35:05,collaboration
E0000402,U00015,feature_use,2023-10-10 21:25:07,onboarding_wizard
E0000403,U00016,invite_sent,2024-04-18T22:26:24Z,
E0000404,U00016,page_view,2024-04-18 07:14:56,
E0000405,U00018,feature_use,2023-06-29T02:26:31Z,onboarding_wizard
E0000406,U00018,logout,15/07/2023 16:43,
E0000407,U00018,feature_use,2023-07-08 15:23:37,export
E0000408,U00018,invite_sent,2023-07-17T22:01:37Z,
E0000409,U00018,settings_change,17/07/2023 00:02,
E0000410,U00018,login,2023-07-17 19:46:40,
E0000411,U00018,invite_sent,2023-07-02T02:09:02Z,
E0000412,U00018,logout,2023-07-07T18:11:02Z,
E0000413,U00018,logout,25/07/2023 23:16,
E0000414,U00018,invite_sent,2023-07-14 14:22:47,
E0000415,U00018,login,19/07/2023 03:04,
E0000416,U00018,logout,2023-07-08 10:29:12,
E0000417,U00018,logout,15/07/2023 12:05,
E0000418,U00018,feature_use,2023-07-23 21:16:53,api_access
E0000419,U00018,feature_use,2023-07-26T22:12:48Z,reports
E0000420,U00018,login,2023-07-10 08:01:21,
E0000421,U00018,support_ticket,2023-07-14T05:43:28Z,
E0000422,U00018,invite_sent,2023-07-11 15:10:51,
E0000423,U00018,feature_use,2023-07-06 08:56:26,billing_portal
E0000424,U00018,login,2023-07-24T20:24:37Z,
E0000425,U00018,feature_use,2023-07-12T04:15:15Z,onboarding_wizard
E0000426,U00018,feature_use,2023-07-26 18:14:53,
E0000427,U00018,logout,2023-07-02 14:48:43,
E0000428,U00018,feature_use,2023-07-05T05:44:23Z,analytics
E0000429,U00018,feature_use,2023-07-27 14:10:32,collaboration
E0000430,U00018,login,2023-07-09 00:03:43,
E0000431,U00018,logout,25/07/2023 07:32,
E0000432,U00018,upgrade_click,2023-07-08T06:36:58Z,
E0000433,U00018,logout,26/07/2023 03:31,
E0000434,U00018,settings_change,2023-07-10 00:18:18,
E0000435,U00018,invite_sent,2023-07-06 13:34:10,
E0000436,U00018,invite_sent,2023-07-03T14:59:30Z,
E0000437,U00018,settings_change,2023-07-23 07:33:45,
E0000438,U00018,settings_change,2023-07-04T11:41:23Z,
E0000439,U00018,invite_sent,2023-07-20 02:29:42,
E0000440,U00018,login,2023-07-11T13:49:39Z,
E0000441,U00018,settings_change,2023-07-10 05:12:19,
E0000442,U00018,support_ticket,12/07/2023 03:05,
E0000443,U00018,feature_use,2023-07-20T10:58:53Z,onboarding_wizard
E0000444,U00018,feature_use,2023-07-20T11:11:50Z,api_access
E0000445,U00018,logout,2023-07-24T04:20:21Z,
E0000446,U00018,upgrade_click,2023-07-28 11:13:34,
E0000447,U00018,page_view,07/07/2023 23:16,
E0000448,U00018,support_ticket,2023-06-29 10:58:12,
E0000449,U00018,logout,2023-07-09 04:15:49,
E0000450,U00018,settings_change,2023-07-20 08:59:08,
E0000451,U00018,upgrade_click,2023-07-19T00:05:34Z,
E0000452,U00018,logout,25/07/2023 11:56,
E0000453,U00018,logout,28/07/2023 09:37,
E0000454,U00018,login,2023-07-28T05:02:15Z,
E0000455,U00018,support_ticket,25/07/2023 07:17,
E0000456,U00018,upgrade_click,21/07/2023 17:11,
E0000457,U00018,upgrade_click,2023-07-20T00:30:44Z,
E0000458,U00018,support_ticket,2023-07-12T20:35:34Z,
E0000459,U00018,page_view,2023-07-18T08:16:58Z,
E0000460,U00018,upgrade_click,2023-06-29 21:35:35,
E0000461,U00019,logout,28/07/2023 09:43,
E0000462,U00019,feature_use,2023-07-30T07:37:27Z,onboarding_wizard
E0000463,U00019,invite_sent,2023-07-30 23:21:29,
E0000464,U00019,page_view,2023-07-29 14:19:18,
E0000465,U00019,settings_change,2023-08-02 14:55:24,
E0000466,U00019,login,2023-07-28 20:21:08,
E0000467,U00019,login,2023-07-27 01:01:43,
E0000468,U00019,page_view,01/08/2023 11:13,
E0000469,U00019,settings_change,2023-07-28T11:44:47Z,
E0000470,U00019,upgrade_click,2023-07-30T18:57:05Z,
E0000470,U00019,upgrade_click,2023-07-30T18:57:05Z,
E0000471,U00020,logout,22/05/2024 08:13,
E0000472,U00020,support_ticket,2024-03-29 18:16:09,
E0000473,U00020,invite_sent,2023-07-30 22:04:17,
E0000474,U00021,logout,14/07/2023 10:04,
E0000475,U00021,invite_sent,11/05/2023 14:41,
E0000476,U00022,upgrade_click,2024-06-22 04:18:55,
E0000477,U00023,invite_sent,2024-02-02T07:21:21Z,
E0000478,U00023,page_view,2024-02-07T09:34:13Z,
E0000479,U00023,logout,03/02/2024 16:23,
E0000480,U00023,page_view,2024-02-03T02:07:03Z,
E0000481,U00023,invite_sent,2024-02-07 00:58:53,
E0000482,U00023,support_ticket,2024-02-08T03:37:10Z,
E0000483,U00023,support_ticket,02/02/2024 01:55,
E0000484,U00023,feature_use,2024-02-07T08:56:49Z,onboarding_wizard
E0000485,U00023,support_ticket,07/02/2024 18:43,
E0000486,U00023,feature_use,03/02/2024 10:24,integrations
E0000487,U00023,logout,2024-02-02 15:27:11,
E0000488,U00023,settings_change,03/02/2024 09:07,
